i,j,text_a,text_b,type_a,type_b,created_a,created_b,similarity,action
169,469,Book flight tickets before price increase,Book flight tickets before price increase,task,task,2026-07-01,2026-03-09,1.0,DUPLICATE
169,470,Book flight tickets before price increase,Book flight tickets before price increase,task,task,2026-07-01,2026-03-29,1.0,DUPLICATE
170,209,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-02-23,2026-04-18,1.0,DUPLICATE
170,220,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-02-23,2026-05-14,1.0,DUPLICATE
170,229,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-02-23,2026-06-26,1.0,DUPLICATE
170,307,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-02-23,2026-03-07,1.0,DUPLICATE
170,325,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-02-23,2026-02-15,1.0,DUPLICATE
170,460,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-02-23,2026-04-09,1.0,DUPLICATE
170,467,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-02-23,2026-05-22,1.0,DUPLICATE
170,475,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-02-23,2026-01-30,1.0,DUPLICATE
171,222,User wants to run a marathon next year,User wants to run a marathon next year,goal,goal,2026-07-27,2026-07-16,1.0,DUPLICATE
171,248,User wants to run a marathon next year,User plans to run a marathon next year,goal,goal,2026-07-27,2026-06-25,0.935,NEAR_DUPLICATE
171,254,User wants to run a marathon next year,User plans to run a marathon next year,goal,goal,2026-07-27,2026-04-26,0.935,NEAR_DUPLICATE
171,313,User wants to run a marathon next year,User wants to run a marathon next year,goal,goal,2026-07-27,2026-03-19,1.0,DUPLICATE
171,346,User wants to run a marathon next year,User plans to run a marathon next year,goal,goal,2026-07-27,2026-04-26,0.935,NEAR_DUPLICATE
171,416,User wants to run a marathon next year,User wants to run a marathon next year,goal,goal,2026-07-27,2026-07-06,1.0,DUPLICATE
171,424,User wants to run a marathon next year,User wants to run a marathon next year,goal,goal,2026-07-27,2026-04-19,1.0,DUPLICATE
171,478,User wants to run a marathon next year,User plans to run a marathon next year,goal,goal,2026-07-27,2026-06-22,0.935,NEAR_DUPLICATE
171,516,User wants to run a marathon next year,User wants to run a marathon next year,goal,goal,2026-07-27,2026-05-30,1.0,DUPLICATE
171,517,User wants to run a marathon next year,User completed a marathon,goal,fact,2026-07-27,2026-06-20,0.743,EVOLVING
172,356,User lives in Solapur,User lives in Solapur,fact,fact,2026-03-15,2026-06-22,1.0,DUPLICATE
172,427,User lives in Solapur,User lives in Solapur,fact,fact,2026-03-15,2026-06-18,1.0,DUPLICATE
172,474,User lives in Solapur,User lives in Solapur,fact,fact,2026-03-15,2026-04-20,1.0,DUPLICATE
173,273,User wants to lose 5 kg,User wants to lose 5 kg,goal,goal,2026-05-06,2026-03-30,1.0,DUPLICATE
173,285,User wants to lose 5 kg,User wants to lose 5 kg,goal,goal,2026-05-06,2026-06-28,1.0,DUPLICATE
173,292,User wants to lose 5 kg,User wants to lose 5 kg,goal,goal,2026-05-06,2026-07-23,1.0,DUPLICATE
173,362,User wants to lose 5 kg,User wants to lose 5 kg,goal,goal,2026-05-06,2026-07-12,1.0,DUPLICATE
173,417,User wants to lose 5 kg,User wants to lose 5 kg,goal,goal,2026-05-06,2026-02-19,1.0,DUPLICATE
173,490,User wants to lose 5 kg,User wants to lose 5 kg,goal,goal,2026-05-06,2026-02-14,1.0,DUPLICATE
173,499,User wants to lose 5 kg,User wants to lose 5 kg,goal,goal,2026-05-06,2026-03-07,1.0,DUPLICATE
174,290,User's mother tongue is Marathi,User's mother tongue is Marathi,fact,fact,2026-07-08,2026-06-06,1.0,DUPLICATE
174,466,User's mother tongue is Marathi,User's mother tongue is Marathi,fact,fact,2026-07-08,2026-03-11,1.0,DUPLICATE
175,204,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-06-03,2026-04-05,1.0,DUPLICATE
175,246,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-06-03,2026-04-03,1.0,DUPLICATE
175,253,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-06-03,2026-03-13,1.0,DUPLICATE
175,438,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-06-03,2026-06-12,1.0,DUPLICATE
175,444,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-06-03,2026-06-14,1.0,DUPLICATE
175,477,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-06-03,2026-04-21,1.0,DUPLICATE
176,251,User had a job interview last week,User had a job interview last week,event,event,2026-03-16,2026-03-23,1.0,DUPLICATE
176,266,User had a job interview last week,User had a job interview last week,event,event,2026-03-16,2026-05-09,1.0,DUPLICATE
176,298,User had a job interview last week,User had a job interview last week,event,event,2026-03-16,2026-03-14,1.0,DUPLICATE
176,303,User had a job interview last week,User is preparing for interviews,event,goal,2026-03-16,2026-05-12,0.625,RELATED
176,306,User had a job interview last week,User had a job interview last week,event,event,2026-03-16,2026-05-28,1.0,DUPLICATE
176,308,User had a job interview last week,User is preparing for interviews,event,goal,2026-03-16,2026-05-05,0.625,RELATED
176,314,User had a job interview last week,User is preparing for interviews,event,goal,2026-03-16,2026-04-25,0.625,RELATED
176,327,User had a job interview last week,User had a job interview last week,event,event,2026-03-16,2026-05-20,1.0,DUPLICATE
176,332,User had a job interview last week,User had a job interview last week,event,event,2026-03-16,2026-05-06,1.0,DUPLICATE
176,343,User had a job interview last week,User had a job interview last week,event,event,2026-03-16,2026-05-05,1.0,DUPLICATE
176,350,User had a job interview last week,User had a job interview last week,event,event,2026-03-16,2026-03-14,1.0,DUPLICATE
176,433,User had a job interview last week,User had a job interview last week,event,event,2026-03-16,2026-04-18,1.0,DUPLICATE
176,464,User had a job interview last week,User had a job interview last week,event,event,2026-03-16,2026-06-07,1.0,DUPLICATE
176,483,User had a job interview last week,User had a job interview last week,event,event,2026-03-16,2026-06-24,1.0,DUPLICATE
176,494,User had a job interview last week,User is preparing for interviews,event,goal,2026-03-16,2026-06-20,0.625,RELATED
176,495,User had a job interview last week,User had a job interview last week,event,event,2026-03-16,2026-02-09,1.0,DUPLICATE
176,514,User had a job interview last week,User is preparing for interviews,event,goal,2026-03-16,2026-04-21,0.625,RELATED
176,515,User had a job interview last week,User got a new job after interviews,event,fact,2026-03-16,2026-05-24,0.776,RELATED
177,193,User owns a dog named Max,User owns a dog named Max,fact,fact,2026-05-12,2026-04-07,1.0,DUPLICATE
177,264,User owns a dog named Max,User owns a dog named Max,fact,fact,2026-05-12,2026-07-24,1.0,DUPLICATE
177,300,User owns a dog named Max,User owns a dog named Max,fact,fact,2026-05-12,2026-06-06,1.0,DUPLICATE
177,301,User owns a dog named Max,User owns a dog named Max,fact,fact,2026-05-12,2026-07-17,1.0,DUPLICATE
177,412,User owns a dog named Max,User owns a dog named Max,fact,fact,2026-05-12,2026-03-20,1.0,DUPLICATE
177,484,User owns a dog named Max,User owns a dog named Max,fact,fact,2026-05-12,2026-07-20,1.0,DUPLICATE
178,180,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-04-09,2026-07-09,1.0,DUPLICATE
178,191,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-04-09,2026-03-04,1.0,DUPLICATE
178,192,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-04-09,2026-07-02,1.0,DUPLICATE
178,284,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-04-09,2026-05-11,1.0,DUPLICATE
178,291,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-04-09,2026-06-25,1.0,DUPLICATE
178,406,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-04-09,2026-02-22,1.0,DUPLICATE
178,465,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-04-09,2026-06-29,1.0,DUPLICATE
178,489,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-04-09,2026-06-25,1.0,DUPLICATE
179,196,User visited the doctor last month,User visited the doctor last month,event,event,2026-02-07,2026-06-20,1.0,DUPLICATE
179,228,User visited the doctor last month,User visited the doctor last month,event,event,2026-02-07,2026-02-05,1.0,DUPLICATE
179,287,User visited the doctor last month,User visited the doctor last month,event,event,2026-02-07,2026-02-08,1.0,DUPLICATE
179,316,User visited the doctor last month,User visited the doctor last month,event,event,2026-02-07,2026-05-27,1.0,DUPLICATE
179,338,User visited the doctor last month,User visited the doctor last month,event,event,2026-02-07,2026-05-06,1.0,DUPLICATE
179,408,User visited the doctor last month,User visited the doctor last month,event,event,2026-02-07,2026-05-23,1.0,DUPLICATE
179,450,User visited the doctor last month,User visited the doctor last month,event,event,2026-02-07,2026-04-28,1.0,DUPLICATE
179,463,User visited the doctor last month,User visited the doctor last month,event,event,2026-02-07,2026-03-25,1.0,DUPLICATE
179,497,User visited the doctor last month,User visited the doctor last month,event,event,2026-02-07,2026-06-10,1.0,DUPLICATE
180,191,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-07-09,2026-03-04,1.0,DUPLICATE
180,192,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-07-09,2026-07-02,1.0,DUPLICATE
180,284,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-07-09,2026-05-11,1.0,DUPLICATE
180,291,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-07-09,2026-06-25,1.0,DUPLICATE
180,406,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-07-09,2026-02-22,1.0,DUPLICATE
180,465,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-07-09,2026-06-29,1.0,DUPLICATE
180,489,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-07-09,2026-06-25,1.0,DUPLICATE
181,182,User is learning Spanish,User is learning Spanish,goal,goal,2026-04-16,2026-04-08,1.0,DUPLICATE
181,216,User is learning Spanish,User is learning Spanish,goal,goal,2026-04-16,2026-03-16,1.0,DUPLICATE
181,270,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-04-16,2026-05-16,0.919,NEAR_DUPLICATE
181,331,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-04-16,2026-07-03,0.919,NEAR_DUPLICATE
181,358,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-04-16,2026-06-29,0.919,NEAR_DUPLICATE
181,420,User is learning Spanish,User is learning Spanish,goal,goal,2026-04-16,2026-06-06,1.0,DUPLICATE
181,439,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-04-16,2026-03-30,0.919,NEAR_DUPLICATE
181,458,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-04-16,2026-05-08,0.919,NEAR_DUPLICATE
181,510,User is learning Spanish,User is learning Spanish,goal,goal,2026-04-16,2026-05-09,1.0,DUPLICATE
181,511,User is learning Spanish,User is now fluent in Spanish,goal,fact,2026-04-16,2026-06-18,0.786,EVOLVING
182,216,User is learning Spanish,User is learning Spanish,goal,goal,2026-04-08,2026-03-16,1.0,DUPLICATE
182,270,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-04-08,2026-05-16,0.919,NEAR_DUPLICATE
182,331,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-04-08,2026-07-03,0.919,NEAR_DUPLICATE
182,358,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-04-08,2026-06-29,0.919,NEAR_DUPLICATE
182,420,User is learning Spanish,User is learning Spanish,goal,goal,2026-04-08,2026-06-06,1.0,DUPLICATE
182,439,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-04-08,2026-03-30,0.919,NEAR_DUPLICATE
182,458,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-04-08,2026-05-08,0.919,NEAR_DUPLICATE
182,510,User is learning Spanish,User is learning Spanish,goal,goal,2026-04-08,2026-05-09,1.0,DUPLICATE
182,511,User is learning Spanish,User is now fluent in Spanish,goal,fact,2026-04-08,2026-06-18,0.786,EVOLVING
183,293,User has two younger siblings,User has two younger siblings,fact,fact,2026-05-10,2026-05-01,1.0,DUPLICATE
183,319,User has two younger siblings,User has two younger siblings,fact,fact,2026-05-10,2026-06-23,1.0,DUPLICATE
183,381,User has two younger siblings,User has two younger siblings,fact,fact,2026-05-10,2026-03-19,1.0,DUPLICATE
183,437,User has two younger siblings,User has two younger siblings,fact,fact,2026-05-10,2026-04-28,1.0,DUPLICATE
184,195,User works part-time at a bakery,User works part-time at a bakery,fact,fact,2026-03-20,2026-02-05,1.0,DUPLICATE
184,201,User works part-time at a bakery,User works part-time at a bakery,fact,fact,2026-03-20,2026-03-12,1.0,DUPLICATE
184,288,User works part-time at a bakery,User works part-time at a bakery,fact,fact,2026-03-20,2026-04-05,1.0,DUPLICATE
184,445,User works part-time at a bakery,User works part-time at a bakery,fact,fact,2026-03-20,2026-03-28,1.0,DUPLICATE
185,271,User dislikes long meetings,User dislikes long meetings,preference,preference,2026-07-02,2026-03-13,1.0,DUPLICATE
185,272,User dislikes long meetings,User dislikes long meetings,preference,preference,2026-07-02,2026-07-16,1.0,DUPLICATE
185,415,User dislikes long meetings,User dislikes long meetings,preference,preference,2026-07-02,2026-03-18,1.0,DUPLICATE
185,472,User dislikes long meetings,User dislikes long meetings,preference,preference,2026-07-02,2026-06-09,1.0,DUPLICATE
185,488,User dislikes long meetings,User dislikes long meetings,preference,preference,2026-07-02,2026-02-13,1.0,DUPLICATE
186,206,User's birthday is in March,User celebrated their birthday recently,fact,event,2026-02-18,2026-04-12,0.831,RELATED
186,214,User's birthday is in March,User celebrated their birthday recently,fact,event,2026-02-18,2026-07-24,0.831,RELATED
186,289,User's birthday is in March,User celebrated their birthday recently,fact,event,2026-02-18,2026-06-07,0.831,RELATED
186,302,User's birthday is in March,User's birthday is in March,fact,fact,2026-02-18,2026-03-22,1.0,DUPLICATE
186,337,User's birthday is in March,User celebrated their birthday recently,fact,event,2026-02-18,2026-04-15,0.831,RELATED
186,351,User's birthday is in March,User celebrated their birthday recently,fact,event,2026-02-18,2026-02-15,0.831,RELATED
186,365,User's birthday is in March,User celebrated their birthday recently,fact,event,2026-02-18,2026-07-07,0.831,RELATED
186,372,User's birthday is in March,User celebrated their birthday recently,fact,event,2026-02-18,2026-06-30,0.831,RELATED
186,377,User's birthday is in March,User celebrated their birthday recently,fact,event,2026-02-18,2026-06-15,0.831,RELATED
186,398,User's birthday is in March,User celebrated their birthday recently,fact,event,2026-02-18,2026-06-10,0.831,RELATED
186,468,User's birthday is in March,User's birthday is in March,fact,fact,2026-02-18,2026-01-31,1.0,DUPLICATE
186,471,User's birthday is in March,User celebrated their birthday recently,fact,event,2026-02-18,2026-03-18,0.831,RELATED
186,476,User's birthday is in March,User celebrated their birthday recently,fact,event,2026-02-18,2026-07-03,0.831,RELATED
187,226,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-16,2026-04-10,1.0,DUPLICATE
187,245,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-16,2026-07-21,1.0,DUPLICATE
187,256,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-16,2026-02-22,1.0,DUPLICATE
187,263,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-16,2026-02-20,1.0,DUPLICATE
187,304,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-16,2026-06-14,1.0,DUPLICATE
187,318,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-16,2026-07-13,1.0,DUPLICATE
187,328,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-16,2026-07-20,1.0,DUPLICATE
187,378,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-16,2026-07-04,1.0,DUPLICATE
187,390,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-16,2026-04-06,1.0,DUPLICATE
187,397,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-16,2026-02-23,1.0,DUPLICATE
187,410,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-16,2026-07-09,1.0,DUPLICATE
187,457,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-16,2026-02-03,1.0,DUPLICATE
188,223,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-02-17,2026-04-21,1.0,DUPLICATE
188,239,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-02-17,2026-02-04,1.0,DUPLICATE
188,265,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-02-17,2026-07-13,1.0,DUPLICATE
188,317,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-02-17,2026-06-15,1.0,DUPLICATE
188,370,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-02-17,2026-06-16,1.0,DUPLICATE
188,380,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-02-17,2026-06-22,1.0,DUPLICATE
188,386,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-02-17,2026-07-28,1.0,DUPLICATE
188,449,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-02-17,2026-02-12,1.0,DUPLICATE
188,456,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-02-17,2026-04-23,1.0,DUPLICATE
188,482,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-02-17,2026-03-18,1.0,DUPLICATE
189,422,User wants to switch careers into AI,User wants to switch careers into AI,goal,goal,2026-04-04,2026-07-07,1.0,DUPLICATE
189,454,User wants to switch careers into AI,User wants to switch careers into AI,goal,goal,2026-04-04,2026-07-26,1.0,DUPLICATE
190,262,User is left-handed,User is left-handed,fact,fact,2026-02-26,2026-03-29,1.0,DUPLICATE
190,423,User is left-handed,User is left-handed,fact,fact,2026-02-26,2026-03-05,1.0,DUPLICATE
190,431,User is left-handed,User is left-handed,fact,fact,2026-02-26,2026-02-28,1.0,DUPLICATE
191,192,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-03-04,2026-07-02,1.0,DUPLICATE
191,284,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-03-04,2026-05-11,1.0,DUPLICATE
191,291,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-03-04,2026-06-25,1.0,DUPLICATE
191,406,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-03-04,2026-02-22,1.0,DUPLICATE
191,465,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-03-04,2026-06-29,1.0,DUPLICATE
191,489,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-03-04,2026-06-25,1.0,DUPLICATE
192,284,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-07-02,2026-05-11,1.0,DUPLICATE
192,291,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-07-02,2026-06-25,1.0,DUPLICATE
192,406,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-07-02,2026-02-22,1.0,DUPLICATE
192,465,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-07-02,2026-06-29,1.0,DUPLICATE
192,489,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-07-02,2026-06-25,1.0,DUPLICATE
193,264,User owns a dog named Max,User owns a dog named Max,fact,fact,2026-04-07,2026-07-24,1.0,DUPLICATE
193,300,User owns a dog named Max,User owns a dog named Max,fact,fact,2026-04-07,2026-06-06,1.0,DUPLICATE
193,301,User owns a dog named Max,User owns a dog named Max,fact,fact,2026-04-07,2026-07-17,1.0,DUPLICATE
193,412,User owns a dog named Max,User owns a dog named Max,fact,fact,2026-04-07,2026-03-20,1.0,DUPLICATE
193,484,User owns a dog named Max,User owns a dog named Max,fact,fact,2026-04-07,2026-07-20,1.0,DUPLICATE
194,207,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-02-05,2026-03-09,1.0,DUPLICATE
194,217,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-02-05,2026-05-25,1.0,DUPLICATE
194,281,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-02-05,2026-07-06,1.0,DUPLICATE
194,295,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-02-05,2026-04-22,1.0,DUPLICATE
194,305,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-02-05,2026-01-31,1.0,DUPLICATE
194,320,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-02-05,2026-07-13,1.0,DUPLICATE
194,336,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-02-05,2026-05-20,1.0,DUPLICATE
194,357,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-02-05,2026-03-29,1.0,DUPLICATE
194,396,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-02-05,2026-06-23,1.0,DUPLICATE
194,481,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-02-05,2026-05-21,1.0,DUPLICATE
195,201,User works part-time at a bakery,User works part-time at a bakery,fact,fact,2026-02-05,2026-03-12,1.0,DUPLICATE
195,288,User works part-time at a bakery,User works part-time at a bakery,fact,fact,2026-02-05,2026-04-05,1.0,DUPLICATE
195,445,User works part-time at a bakery,User works part-time at a bakery,fact,fact,2026-02-05,2026-03-28,1.0,DUPLICATE
196,228,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-20,2026-02-05,1.0,DUPLICATE
196,287,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-20,2026-02-08,1.0,DUPLICATE
196,316,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-20,2026-05-27,1.0,DUPLICATE
196,338,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-20,2026-05-06,1.0,DUPLICATE
196,408,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-20,2026-05-23,1.0,DUPLICATE
196,450,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-20,2026-04-28,1.0,DUPLICATE
196,463,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-20,2026-03-25,1.0,DUPLICATE
196,497,User visited the doctor last month,User visited the doctor last month,event,event,2026-06-20,2026-06-10,1.0,DUPLICATE
197,363,User wants to learn guitar,User wants to learn guitar,goal,goal,2026-01-31,2026-03-25,1.0,DUPLICATE
198,221,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-04-23,2026-04-18,1.0,DUPLICATE
198,227,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-04-23,2026-04-08,0.722,RELATED
198,257,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-04-23,2026-04-26,1.0,DUPLICATE
198,260,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-04-23,2026-05-03,0.722,RELATED
198,267,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-04-23,2026-03-27,0.722,RELATED
198,283,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-04-23,2026-03-04,0.722,RELATED
198,326,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-04-23,2026-07-04,0.722,RELATED
198,373,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-04-23,2026-07-18,1.0,DUPLICATE
198,492,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-04-23,2026-02-13,1.0,DUPLICATE
198,498,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-04-23,2026-05-13,1.0,DUPLICATE
198,512,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-04-23,2026-05-13,1.0,DUPLICATE
198,513,User wants to buy a house within five years,User bought a house,goal,fact,2026-04-23,2026-06-08,0.706,EVOLVING
198,518,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-04-23,2026-04-12,0.722,RELATED
198,519,User wants to buy a house within five years,User bought a house,goal,fact,2026-04-23,2026-05-28,0.706,EVOLVING
199,230,User watched a movie yesterday,User watched a movie yesterday,event,event,2026-02-13,2026-02-24,1.0,DUPLICATE
199,347,User watched a movie yesterday,User watched a movie yesterday,event,event,2026-02-13,2026-04-01,1.0,DUPLICATE
199,448,User watched a movie yesterday,User watched a movie yesterday,event,event,2026-02-13,2026-05-03,1.0,DUPLICATE
200,205,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-03-26,2026-02-05,1.0,DUPLICATE
200,241,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-03-26,2026-06-01,1.0,DUPLICATE
200,247,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-03-26,2026-02-23,1.0,DUPLICATE
200,366,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-03-26,2026-02-01,1.0,DUPLICATE
200,368,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-03-26,2026-04-04,1.0,DUPLICATE
200,446,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-03-26,2026-07-13,1.0,DUPLICATE
200,453,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-03-26,2026-05-08,1.0,DUPLICATE
200,500,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-03-26,2026-05-13,1.0,DUPLICATE
200,501,User prefers tea over coffee,User prefers coffee over tea,preference,preference,2026-03-26,2026-05-23,0.996,DUPLICATE
201,288,User works part-time at a bakery,User works part-time at a bakery,fact,fact,2026-03-12,2026-04-05,1.0,DUPLICATE
201,445,User works part-time at a bakery,User works part-time at a bakery,fact,fact,2026-03-12,2026-03-28,1.0,DUPLICATE
203,297,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-07,2026-06-01,1.0,DUPLICATE
203,299,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-07,2026-06-30,1.0,DUPLICATE
203,311,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-07,2026-06-28,1.0,DUPLICATE
203,334,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-07,2026-07-10,1.0,DUPLICATE
203,335,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-07,2026-04-20,1.0,DUPLICATE
203,349,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-07,2026-04-11,1.0,DUPLICATE
203,379,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-07,2026-06-25,1.0,DUPLICATE
203,418,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-07,2026-03-11,1.0,DUPLICATE
203,421,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-07,2026-05-18,1.0,DUPLICATE
203,459,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-04-07,2026-07-09,1.0,DUPLICATE
204,246,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-04-05,2026-04-03,1.0,DUPLICATE
204,253,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-04-05,2026-03-13,1.0,DUPLICATE
204,438,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-04-05,2026-06-12,1.0,DUPLICATE
204,444,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-04-05,2026-06-14,1.0,DUPLICATE
204,477,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-04-05,2026-04-21,1.0,DUPLICATE
205,241,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-02-05,2026-06-01,1.0,DUPLICATE
205,247,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-02-05,2026-02-23,1.0,DUPLICATE
205,366,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-02-05,2026-02-01,1.0,DUPLICATE
205,368,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-02-05,2026-04-04,1.0,DUPLICATE
